detector,day,bin_low,bin_high,n,mean_predicted_q,observed_invalid_frac,gap,scenario
binary_student_t,504,0.30000000000000004,0.4,785,0.3489551402704252,0.3681528662420382,-0.01919772597161301,student_t
binary_student_t,504,0.4,0.5,750,0.44865368821498397,0.43066666666666664,0.017987021548317328,student_t
binary_student_t,504,0.5,0.6000000000000001,703,0.5499215367177603,0.5106685633001422,0.03925297341761813,student_t
binary_student_t,504,0.6000000000000001,0.7000000000000001,850,0.6507988248124591,0.6517647058823529,-0.0009658810698938147,student_t
binary_student_t,504,0.7000000000000001,0.8,884,0.7519608431285123,0.7714932126696833,-0.01953236954117099,student_t
binary_student_t,504,0.8,0.9,1158,0.8522582190470077,0.8480138169257341,0.004244402121273638,student_t
binary_student_t,504,0.9,1.0,1420,0.9493491025399475,0.954225352112676,-0.004876249572728475,student_t
ewma_gaussian,126,0.0,0.1,66,0.08061285519558377,0.10606060606060606,-0.025447750865022295,student_t
ewma_gaussian,126,0.1,0.2,563,0.1610679874696564,0.17229129662522202,-0.01122330915556563,student_t
ewma_gaussian,126,0.2,0.30000000000000004,1154,0.25282118365956563,0.2902946273830156,-0.03747344372344996,student_t
ewma_gaussian,126,0.30000000000000004,0.4,1504,0.35114614134022915,0.40226063829787234,-0.051114496957643196,student_t
ewma_gaussian,126,0.4,0.5,1728,0.4498086545136201,0.4513888888888889,-0.0015802343752687742,student_t
ewma_gaussian,126,0.5,0.6000000000000001,1747,0.5496665365269771,0.5432169433314253,0.006449593195551717,student_t
ewma_gaussian,126,0.6000000000000001,0.7000000000000001,1531,0.6483213366524728,0.6152841280209014,0.033037208631571446,student_t
ewma_gaussian,126,0.7000000000000001,0.8,1117,0.7467927236550805,0.7081468218442256,0.03864590181085492,student_t
ewma_gaussian,126,0.8,0.9,515,0.8425123517768782,0.829126213592233,0.01338613818464518,student_t
ewma_gaussian,126,0.9,1.0,75,0.9209001265798418,0.8933333333333333,0.02756679324650846,student_t
ewma_gaussian,252,0.0,0.1,495,0.06807938899894042,0.10707070707070707,-0.038991318071766645,student_t
ewma_gaussian,252,0.1,0.2,1032,0.15130747627984906,0.2005813953488372,-0.04927391906898815,student_t
ewma_gaussian,252,0.2,0.30000000000000004,1159,0.252017584712088,0.28817946505608283,-0.03616188034399481,student_t
ewma_gaussian,252,0.30000000000000004,0.4,1162,0.3505969281373602,0.36058519793459554,-0.009988269797235327,student_t
ewma_gaussian,252,0.4,0.5,1159,0.4504115356556574,0.4728213977566868,-0.02240986210102941,student_t
ewma_gaussian,252,0.5,0.6000000000000001,1225,0.5500654596149015,0.5616326530612245,-0.011567193446322954,student_t
ewma_gaussian,252,0.6000000000000001,0.7000000000000001,1145,0.6514097446945313,0.611353711790393,0.04005603290413828,student_t
ewma_gaussian,252,0.7000000000000001,0.8,1090,0.748285987919933,0.7009174311926606,0.04736855672727236,student_t
ewma_gaussian,252,0.8,0.9,1041,0.8493337636079158,0.8049951969260326,0.044338566681883185,student_t
ewma_gaussian,252,0.9,1.0,492,0.9330826533865044,0.9126016260162602,0.020481027370244265,student_t
ewma_gaussian,504,0.0,0.1,1452,0.04989689025975959,0.08539944903581267,-0.035502558776053086,student_t
ewma_gaussian,504,0.1,0.2,1092,0.14799244998468125,0.19322344322344323,-0.04523099323876198,student_t
ewma_gaussian,504,0.2,0.30000000000000004,892,0.24974186590172584,0.27914798206278024,-0.029406116161054402,student_t
ewma_gaussian,504,0.30000000000000004,0.4,814,0.3499545585538637,0.36855036855036855,-0.018595809996504842,student_t
ewma_gaussian,504,0.4,0.5,696,0.44852761021763543,0.48563218390804597,-0.037104573690410536,student_t
ewma_gaussian,504,0.5,0.6000000000000001,799,0.5499328406447147,0.541927409261577,0.008005431383137696,student_t
ewma_gaussian,504,0.6000000000000001,0.7000000000000001,791,0.6522462043158305,0.618204804045512,0.034041400270318434,student_t
